animal,timestep,roi,side,value
17,2,aif,li,1492.112793
17,3,aif,li,1331.399414
17,4,aif,li,1414.907349
17,5,aif,li,1386.546143
17,6,aif,li,1458.236938
17,7,aif,li,1370.002197
17,8,aif,li,1372.365601
17,9,aif,li,1359.76062
17,10,aif,li,1305.401733
17,11,aif,li,1385.758423
17,12,aif,li,1380.243652
17,13,aif,li,1403.09021
17,14,aif,li,1477.932129
17,15,aif,li,1320.370117
17,16,aif,li,1386.546143
17,17,aif,li,1394.424316
17,18,aif,li,1453.51001
17,19,aif,li,1364.487427
17,20,aif,li,1435.390381
17,21,aif,li,1367.638672
17,22,aif,li,1059.604858
17,23,aif,li,713.756165
17,24,aif,li,518.379211
17,25,aif,li,374.997711
17,26,aif,li,315.911926
17,27,aif,li,258.401794
17,28,aif,li,356.090271
17,29,aif,li,467.959351
17,30,aif,li,747.632019
17,31,aif,li,777.568787
17,32,aif,li,916.223389
17,33,aif,li,1002.094727
17,34,aif,li,980.823853
17,35,aif,li,1100.571045
17,36,aif,li,1216.37915
17,37,aif,li,1211.652222
17,38,aif,li,1226.620728
17,39,aif,li,1263.647705
18,0,aif,li,1406.846313
18,1,aif,li,1476.394775
18,2,aif,li,1322.178467
18,3,aif,li,1430.281128
18,4,aif,li,1222.391357
18,5,aif,li,1335.785767
18,6,aif,li,1284.380371
18,7,aif,li,1345.613281
18,8,aif,li,1363.000488
18,9,aif,li,1287.404175
18,10,aif,li,1390.215088
18,11,aif,li,1325.202271
18,12,aif,li,1394.750854
18,13,aif,li,1364.512329
18,14,aif,li,1444.644409
18,15,aif,li,1377.36377
18,16,aif,li,1317.6427
18,17,aif,li,1356.196777
18,18,aif,li,923.030273
18,19,aif,li,493.643524
18,20,aif,li,287.265747
18,21,aif,li,297.849243
18,22,aif,li,229.812607
18,23,aif,li,340.183136
18,24,aif,li,526.149902
18,25,aif,li,772.593689
18,26,aif,li,1101.437378
18,27,aif,li,1145.283203
18,28,aif,li,1273.796875
18,29,aif,li,1373.583862
18,30,aif,li,1328.982178
18,31,aif,li,1242.802368
18,32,aif,li,1126.384155
18,33,aif,li,1107.485107
18,34,aif,li,993.334778
18,35,aif,li,1056.835571
18,36,aif,li,1022.817322
18,37,aif,li,1045.496216
18,38,aif,li,1070.442871
18,39,aif,li,1105.217163
19,0,aif,li,1282.939575
19,1,aif,li,1261.238159
19,2,aif,li,1161.666748
19,3,aif,li,1146.348022
19,4,aif,li,1119.540283
19,5,aif,li,1150.177734
19,6,aif,li,1178.261963
19,7,aif,li,1203.793091
19,8,aif,li,1222.941406
19,9,aif,li,1109.327881
19,10,aif,li,1233.153809
19,11,aif,li,1231.877319
19,12,aif,li,1143.794922
19,13,aif,li,1189.750977
19,14,aif,li,1248.472534
19,15,aif,li,1252.302246
19,16,aif,li,1233.153809
19,17,aif,li,1201.23999
19,18,aif,li,1044.223511
19,19,aif,li,712.318726
19,20,aif,li,371.478027
19,21,aif,li,270.630035
19,22,aif,li,285.94873
19,23,aif,li,252.75824
19,24,aif,li,361.265564
19,25,aif,li,388.073273
19,26,aif,li,566.791199
19,27,aif,li,712.318726
19,28,aif,li,875.717957
19,29,aif,li,1017.415771
19,30,aif,li,1092.732666
19,31,aif,li,1174.432251
19,32,aif,li,1166.772949
19,33,aif,li,1182.091553
19,34,aif,li,1042.946899
19,35,aif,li,972.736328
19,36,aif,li,878.271057
19,37,aif,li,745.509155
19,38,aif,li,819.5495
19,39,aif,li,879.547668
20,0,aif,li,1413.730713
20,1,aif,li,1398.34314
20,2,aif,li,1534.907715
20,3,aif,li,1404.113525
20,4,aif,li,1402.190063
20,5,aif,li,1377.185303
20,6,aif,li,1348.33374
20,7,aif,li,1446.429199
20,8,aif,li,1454.123047
20,9,aif,li,1357.950928
20,10,aif,li,1415.654175
20,11,aif,li,1396.4198
20,12,aif,li,1400.266602
20,13,aif,li,1438.735474
20,14,aif,li,1363.721191
20,15,aif,li,1346.410156
20,16,aif,li,1381.032227
20,17,aif,li,1015.578003
20,18,aif,li,482.784241
20,19,aif,li,392.382385
20,20,aif,li,428.927826
20,21,aif,li,323.138458
20,22,aif,li,405.846497
20,23,aif,li,590.49707
20,24,aif,li,742.449036
20,25,aif,li,1052.123413
20,26,aif,li,1288.706909
20,27,aif,li,1319.482056
20,28,aif,li,1292.553833
20,29,aif,li,1250.238037
20,30,aif,li,1298.324097
20,31,aif,li,1267.549072
20,32,aif,li,1198.305054
20,33,aif,li,979.032593
20,34,aif,li,1071.35791
20,35,aif,li,1186.764404
20,36,aif,li,1002.113892
20,37,aif,li,1155.98938
20,38,aif,li,1194.458252
20,39,aif,li,1163.683105
9,0,gs,re,1870.911621
9,1,gs,re,1808.072632
9,2,gs,re,1821.274048
9,3,gs,re,1793.286987
9,4,gs,re,1805.080322
9,5,gs,re,1811.416992
9,6,gs,re,1775.685059
9,7,gs,re,1774.628906
9,8,gs,re,1770.404419
9,9,gs,re,1797.6875
9,10,gs,re,1816.345581
9,11,gs,re,1823.562378
9,12,gs,re,1821.098022
9,13,gs,re,1787.126343
9,14,gs,re,1791.526733
9,15,gs,re,1771.108521
9,16,gs,re,1632.581177
9,17,gs,re,1407.980225
9,18,gs,re,1165.073242
9,19,gs,re,1154.68811
9,20,gs,re,1337.572388
9,21,gs,re,1517.28833
9,22,gs,re,1660.392212
9,23,gs,re,1781.317627
9,24,gs,re,1792.934937
9,25,gs,re,1779.733521
9,26,gs,re,1779.38147
9,27,gs,re,1758.611084
9,28,gs,re,1755.7948
9,29,gs,re,1746.641846
9,30,gs,re,1677.64209
9,31,gs,re,1712.141968
9,32,gs,re,1666.552979
9,33,gs,re,1707.741455
9,34,gs,re,1705.453247
9,35,gs,re,1702.460938
9,36,gs,re,1726.223511
9,37,gs,re,1691.195679
9,38,gs,re,1721.119019
9,39,gs,re,1733.440308
10,0,gs,re,1226.275635
10,1,gs,re,1193.775879
10,2,gs,re,1241.163818
10,3,gs,re,1180.703369
10,4,gs,re,1174.711792
10,5,gs,re,1216.834351
10,6,gs,re,1216.834473
10,7,gs,re,1205.395996
10,8,gs,re,1181.429688
10,9,gs,re,1206.66687
10,10,gs,re,1237.169434
10,11,gs,re,1197.588745
10,12,gs,re,1256.233521
10,13,gs,re,1203.943481
10,14,gs,re,1204.488159
10,15,gs,re,1174.893311
10,16,gs,re,1215.744995
10,17,gs,re,1159.64209
10,18,gs,re,1266.219482
10,19,gs,re,1153.832153
10,20,gs,re,1147.295776
10,21,gs,re,1049.070312
10,22,gs,re,1011.486816
10,23,gs,re,935.775085
10,24,gs,re,951.026367
10,25,gs,re,990.062378
10,26,gs,re,1036.90564
10,27,gs,re,1119.879883
10,28,gs,re,1146.024902
10,29,gs,re,1203.035645
10,30,gs,re,1120.969238
10,31,gs,re,1160.549927
10,32,gs,re,1197.588745
10,33,gs,re,1232.81189
10,34,gs,re,1202.127808
10,35,gs,re,1156.918701
10,36,gs,re,1238.621948
10,37,gs,re,1164.72583
10,38,gs,re,1216.652832
10,39,gs,re,1166.723022
11,0,gs,re,2482.227783
11,1,gs,re,2402.588623
11,2,gs,re,2365.423828
11,3,gs,re,2399.235352
11,4,gs,re,2389.175781
11,5,gs,re,2392.80835
11,6,gs,re,2366.541504
11,7,gs,re,2410.133545
11,8,gs,re,2410.133545
11,9,gs,re,2412.648438
11,10,gs,re,2426.620117
11,11,gs,re,2419.634277
11,12,gs,re,2402.588623
11,13,gs,re,2443.38623
11,14,gs,re,2385.82251
11,15,gs,re,2301.991699
11,16,gs,re,1857.968384
11,17,gs,re,1548.912476
11,18,gs,re,1677.452881
11,19,gs,re,1971.978149
11,20,gs,re,2206.983643
11,21,gs,re,2349.49585
11,22,gs,re,2410.692383
11,23,gs,re,2393.087891
11,24,gs,re,2375.483398
11,25,gs,re,2320.43457
11,26,gs,re,2302.27124
11,27,gs,re,2221.793701
11,28,gs,re,2277.12207
11,29,gs,re,2265.385742
11,30,gs,re,2319.875732
11,31,gs,re,2314.007568
11,32,gs,re,2301.991699
11,33,gs,re,2322.669922
11,34,gs,re,2335.244629
11,35,gs,re,2310.095459
11,36,gs,re,2371.571289
11,37,gs,re,2298.917969
11,38,gs,re,2326.861572
11,39,gs,re,2355.922852
12,0,gs,re,1530.148804
12,1,gs,re,1478.871094
12,2,gs,re,1502.600708
12,3,gs,re,1491.690552
12,4,gs,re,1480.50769
12,5,gs,re,1505.328247
12,6,gs,re,1459.505615
12,7,gs,re,1504.51001
12,8,gs,re,1488.690308
12,9,gs,re,1511.056152
12,10,gs,re,1482.962402
12,11,gs,re,1471.234009
12,12,gs,re,1476.416382
12,13,gs,re,1468.50647
12,14,gs,re,1470.415771
12,15,gs,re,1412.046509
12,16,gs,re,1072.468018
12,17,gs,re,968.276001
12,18,gs,re,975.640381
12,19,gs,re,1239.938843
12,20,gs,re,1339.221191
12,21,gs,re,1398.954224
12,22,gs,re,1445.049683
12,23,gs,re,1420.501831
12,24,gs,re,1370.860596
12,25,gs,re,1374.406494
12,26,gs,re,1353.131592
12,27,gs,re,1371.406128
12,28,gs,re,1366.496582
12,29,gs,re,1371.406128
12,30,gs,re,1364.58728
12,31,gs,re,1404.136597
12,32,gs,re,1401.409058
12,33,gs,re,1452.414062
12,34,gs,re,1407.409668
12,35,gs,re,1420.501831
12,36,gs,re,1465.233521
12,37,gs,re,1425.138672
12,38,gs,re,1427.866211
12,39,gs,re,1419.683594
13,0,gs,re,2639.171387
13,1,gs,re,2573.0979
13,2,gs,re,2473.697998
13,3,gs,re,2509.632568
13,4,gs,re,2541.510254
13,5,gs,re,2534.555176
13,6,gs,re,2584.979736
13,7,gs,re,2599.759277
13,8,gs,re,2599.179688
13,9,gs,re,2497.171387
13,10,gs,re,2533.106201
13,11,gs,re,2528.759277
13,12,gs,re,2503.83667
13,13,gs,re,2500.648926
13,14,gs,re,2604.685791
13,15,gs,re,2554.84082
13,16,gs,re,2555.130615
13,17,gs,re,2493.114258
13,18,gs,re,2192.306152
13,19,gs,re,2000.171509
13,20,gs,re,1944.820435
13,21,gs,re,1987.710205
13,22,gs,re,2126.812256
13,23,gs,re,2202.15918
13,24,gs,re,2331.987793
13,25,gs,re,2519.195801
13,26,gs,re,2540.930664
13,27,gs,re,2543.538818
13,28,gs,re,2570.779541
13,29,gs,re,2522.093994
13,30,gs,re,2443.848877
13,31,gs,re,2518.616211
13,32,gs,re,2331.987793
13,33,gs,re,2376.32666
13,34,gs,re,2430.228516
13,35,gs,re,2487.318359
13,36,gs,re,2340.391846
13,37,gs,re,2400.669434
13,38,gs,re,2456.310303
13,39,gs,re,2422.693848
14,0,gs,re,1894.205811
14,1,gs,re,1885.086792
14,2,gs,re,1832.90625
14,3,gs,re,1841.265259
14,4,gs,re,1878.247681
14,5,gs,re,1874.701416
14,6,gs,re,1858.996582
14,7,gs,re,1853.170532
14,8,gs,re,1917.763062
14,9,gs,re,1907.124268
14,10,gs,re,1826.320312
14,11,gs,re,1861.529541
14,12,gs,re,1887.113281
14,13,gs,re,1853.677124
14,14,gs,re,1900.285034
14,15,gs,re,1841.011963
14,16,gs,re,1731.838013
14,17,gs,re,1292.355957
14,18,gs,re,1058.303223
14,19,gs,re,1100.351685
14,20,gs,re,1315.659912
14,21,gs,re,1570.736816
14,22,gs,re,1709.293945
14,23,gs,re,1814.668335
14,24,gs,re,1820.747681
14,25,gs,re,1875.967896
14,26,gs,re,1888.379761
14,27,gs,re,1888.126465
14,28,gs,re,1787.058228
14,29,gs,re,1767.553833
14,30,gs,re,1756.661865
14,31,gs,re,1739.943726
14,32,gs,re,1758.434937
14,33,gs,re,1731.078125
14,34,gs,re,1736.397461
14,35,gs,re,1773.126587
14,36,gs,re,1785.03186
14,37,gs,re,1843.79834
14,38,gs,re,1776.926147
14,39,gs,re,1772.113403
15,0,gs,re,2283.325439
15,1,gs,re,2221.614014
15,2,gs,re,2254.398193
15,3,gs,re,2192.686768
15,4,gs,re,2191.143799
15,5,gs,re,2224.313721
15,6,gs,re,2221.228271
15,7,gs,re,2255.555176
15,8,gs,re,2176.873047
15,9,gs,re,2179.95874
15,10,gs,re,2200.786377
15,11,gs,re,2255.169678
15,12,gs,re,2210.428711
15,13,gs,re,2215.828369
15,14,gs,re,2227.013672
15,15,gs,re,2219.685547
15,16,gs,re,2233.184814
15,17,gs,re,2154.502686
15,18,gs,re,2195.386475
15,19,gs,re,2204.643311
15,20,gs,re,2107.062012
15,21,gs,re,1818.175049
15,22,gs,re,1745.27832
15,23,gs,re,1638.054565
15,24,gs,re,1723.293579
15,25,gs,re,1821.64624
15,26,gs,re,1947.769165
15,27,gs,re,2022.980103
15,28,gs,re,2116.318604
15,29,gs,re,2175.330322
15,30,gs,re,2156.04541
15,31,gs,re,2205.800293
15,32,gs,re,2163.373779
15,33,gs,re,2220.842529
15,34,gs,re,2217.371338
15,35,gs,re,2146.788818
15,36,gs,re,2180.72998
15,37,gs,re,2083.534424
15,38,gs,re,2118.632812
15,39,gs,re,2113.618896
16,0,gs,re,1451.93103
16,1,gs,re,1443.048828
16,2,gs,re,1402.772705
16,3,gs,re,1375.973022
16,4,gs,re,1428.653564
16,5,gs,re,1416.096069
16,6,gs,re,1439.67981
16,7,gs,re,1427.581665
16,8,gs,re,1431.563354
16,9,gs,re,1431.563354
16,10,gs,re,1422.681152
16,11,gs,re,1406.601318
16,12,gs,re,1425.897095
16,13,gs,re,1440.445435
16,14,gs,re,1414.870972
16,15,gs,re,1431.103882
16,16,gs,re,1398.025391
16,17,gs,re,1302.618408
16,18,gs,re,1195.725952
16,19,gs,re,1054.682983
16,20,gs,re,1045.800781
16,21,gs,re,1073.672485
16,22,gs,re,1195.879028
16,23,gs,re,1331.102661
16,24,gs,re,1391.746582
16,25,gs,re,1374.747925
16,26,gs,re,1375.973022
16,27,gs,re,1394.349976
16,28,gs,re,1395.421997
16,29,gs,re,1438.301514
16,30,gs,re,1411.042358
16,31,gs,re,1384.0896
16,32,gs,re,1377.657593
16,33,gs,re,1383.170654
16,34,gs,re,1381.486084
16,35,gs,re,1348.254517
16,36,gs,re,1377.198242
16,37,gs,re,1377.810791
16,38,gs,re,1383.476929
16,39,gs,re,1386.846069
17,0,gs,re,1353.040161
17,1,gs,re,1387.189331
17,2,gs,re,1352.075439
17,3,gs,re,1336.447876
17,4,gs,re,1329.888184
17,5,gs,re,1351.689575
17,6,gs,re,1318.119263
17,7,gs,re,1345.901611
17,8,gs,re,1388.539795
17,9,gs,re,1330.852783
17,10,gs,re,1357.284668
17,11,gs,re,1356.319946
17,12,gs,re,1369.632324
17,13,gs,re,1338.184204
17,14,gs,re,1372.140503
17,15,gs,re,1368.860596
17,16,gs,re,1365.966675
17,17,gs,re,1364.616089
17,18,gs,re,1355.162354
17,19,gs,re,1383.137695
17,20,gs,re,1367.124268
17,21,gs,re,1347.252075
17,22,gs,re,1344.165161
17,23,gs,re,1184.995361
17,24,gs,re,1181.715454
17,25,gs,re,1137.726685
17,26,gs,re,1083.705444
17,27,gs,re,1070.778931
17,28,gs,re,1148.91687
17,29,gs,re,1143.128906
17,30,gs,re,1245.383423
17,31,gs,re,1204.095703
17,32,gs,re,1300.755249
17,33,gs,re,1277.603271
17,34,gs,re,1364.037354
17,35,gs,re,1320.434448
17,36,gs,re,1311.559448
17,37,gs,re,1363.265625
17,38,gs,re,1335.09729
17,39,gs,re,1341.27124
18,0,gs,re,1442.155273
18,1,gs,re,1408.302856
18,2,gs,re,1428.658569
18,3,gs,re,1446.801636
18,4,gs,re,1450.784302
18,5,gs,re,1429.543579
18,6,gs,re,1432.641235
18,7,gs,re,1446.137817
18,8,gs,re,1462.510864
18,9,gs,re,1453.660645
18,10,gs,re,1403.213989
18,11,gs,re,1464.059692
18,12,gs,re,1378.87561
18,13,gs,re,1375.556763
18,14,gs,re,1508.753662
18,15,gs,re,1380.424438
18,16,gs,re,1412.506714
18,17,gs,re,1470.476196
18,18,gs,re,1283.29248
18,19,gs,re,1036.369263
18,20,gs,re,831.706299
18,21,gs,re,738.335693
18,22,gs,re,699.836914
18,23,gs,re,762.674011
18,24,gs,re,965.788208
18,25,gs,re,1157.8396
18,26,gs,re,1310.728394
18,27,gs,re,1382.637085
18,28,gs,re,1445.695312
18,29,gs,re,1410.072876
18,30,gs,re,1508.974976
18,31,gs,re,1420.914551
18,32,gs,re,1419.808228
18,33,gs,re,1354.094849
18,34,gs,re,1342.810669
18,35,gs,re,1302.984375
18,36,gs,re,1324.888916
18,37,gs,re,1318.029907
18,38,gs,re,1300.108032
18,39,gs,re,1370.9104
19,0,gs,re,1202.729248
19,1,gs,re,1188.899902
19,2,gs,re,1184.00647
19,3,gs,re,1231.451782
19,4,gs,re,1218.899048
19,5,gs,re,1175.496094
19,6,gs,re,1132.944214
19,7,gs,re,1248.472534
19,8,gs,re,1214.43103
19,9,gs,re,1236.345215
19,10,gs,re,1199.75061
19,11,gs,re,1205.495117
19,12,gs,re,1146.135254
19,13,gs,re,1205.707886
19,14,gs,re,1139.752441
19,15,gs,re,1187.83606
19,16,gs,re,1203.367554
19,17,gs,re,1207.622681
19,18,gs,re,1126.135864
19,19,gs,re,997.203613
19,20,gs,re,854.654785
19,21,gs,re,756.572693
19,22,gs,re,734.23291
19,23,gs,re,800.82666
19,24,gs,re,824.868469
19,25,gs,re,941.460632
19,26,gs,re,1027.202759
19,27,gs,re,1086.562622
19,28,gs,re,1099.328125
19,29,gs,re,1186.772339
19,30,gs,re,1192.091309
19,31,gs,re,1206.771729
19,32,gs,re,1176.985352
19,33,gs,re,1182.729858
19,34,gs,re,1191.87854
19,35,gs,re,1087.839111
19,36,gs,re,1187.410645
19,37,gs,re,1098.90271
19,38,gs,re,1107.413086
19,39,gs,re,1101.243042
20,0,gs,re,1872.002197
20,1,gs,re,1740.223999
20,2,gs,re,1742.371094
20,3,gs,re,1835.769897
20,4,gs,re,1802.758301
20,5,gs,re,1794.706665
20,6,gs,re,1768.404663
20,7,gs,re,1783.166016
20,8,gs,re,1772.430542
20,9,gs,re,1731.098877
20,10,gs,re,1818.59314
20,11,gs,re,1753.911743
20,12,gs,re,1764.110474
20,13,gs,re,1807.589233
20,14,gs,re,1781.824097
20,15,gs,re,1778.06665
20,16,gs,re,1782.897583
20,17,gs,re,1695.671753
20,18,gs,re,1482.035278
20,19,gs,re,1283.965454
20,20,gs,re,1192.445312
20,21,gs,re,1173.389771
20,22,gs,re,1308.657104
20,23,gs,re,1428.089478
20,24,gs,re,1563.625122
20,25,gs,re,1660.244507
20,26,gs,re,1683.862671
20,27,gs,re,1686.546509
20,28,gs,re,1772.698853
20,29,gs,re,1749.617554
20,30,gs,re,1660.512939
20,31,gs,re,1675.005859
20,32,gs,re,1659.976196
20,33,gs,re,1657.023926
20,34,gs,re,1630.721924
20,35,gs,re,1630.721924
20,36,gs,re,1643.872925
20,37,gs,re,1632.332275
20,38,gs,re,1646.825195
20,39,gs,re,1699.429077
9,0,gs,li,1819.669556
9,1,gs,li,1753.865356
9,2,gs,li,1783.873291
9,3,gs,li,1769.097778
9,4,gs,li,1763.157227
9,5,gs,li,1773.210571
9,6,gs,li,1786.310547
9,7,gs,li,1764.985107
9,8,gs,li,1781.436157
9,9,gs,li,1791.946533
9,10,gs,li,1757.673462
9,11,gs,li,1790.42334
9,12,gs,li,1787.224487
9,13,gs,li,1766.812988
9,14,gs,li,1820.278931
9,15,gs,li,1762.700195
9,16,gs,li,1617.839478
9,17,gs,li,1390.875854
9,18,gs,li,1176.555176
9,19,gs,li,1189.959717
9,20,gs,li,1353.404053
9,21,gs,li,1538.021484
9,22,gs,li,1683.339111
9,23,gs,li,1701.313354
9,24,gs,li,1765.137451
9,25,gs,li,1766.203613
9,26,gs,li,1748.22937
9,27,gs,li,1744.421265
9,28,gs,li,1721.724854
9,29,gs,li,1722.791138
9,30,gs,li,1692.021606
9,31,gs,li,1670.239136
9,32,gs,li,1699.33313
9,33,gs,li,1667.497314
9,34,gs,li,1704.969116
9,35,gs,li,1695.829712
9,36,gs,li,1697.657593
9,37,gs,li,1718.221436
9,38,gs,li,1702.075073
9,39,gs,li,1675.7229
10,0,gs,li,1301.583862
10,1,gs,li,1293.252197
10,2,gs,li,1285.202881
10,3,gs,li,1253.429443
10,4,gs,li,1259.925293
10,5,gs,li,1284.355591
10,6,gs,li,1287.038696
10,7,gs,li,1257.948364
10,8,gs,li,1306.244019
10,9,gs,li,1203.721558
10,10,gs,li,1270.516479
10,11,gs,li,1272.917114
10,12,gs,li,1269.810425
10,13,gs,li,1283.932007
10,14,gs,li,1277.2948
10,15,gs,li,1294.523193
10,16,gs,li,1265.291504
10,17,gs,li,1261.902344
10,18,gs,li,1275.0354
10,19,gs,li,1281.248901
10,20,gs,li,1251.452393
10,21,gs,li,1167.711548
10,22,gs,li,1083.405884
10,23,gs,li,1041.041138
10,24,gs,li,1014.633911
10,25,gs,li,1054.739136
10,26,gs,li,1133.396118
10,27,gs,li,1145.117065
10,28,gs,li,1223.209229
10,29,gs,li,1212.194458
10,30,gs,li,1250.605103
10,31,gs,li,1272.634766
10,32,gs,li,1234.647705
10,33,gs,li,1261.055054
10,34,gs,li,1261.055054
10,35,gs,li,1282.519775
10,36,gs,li,1267.692139
10,37,gs,li,1283.225952
10,38,gs,li,1257.665894
10,39,gs,li,1235.777466
11,0,gs,li,2197.687744
11,1,gs,li,2126.543457
11,2,gs,li,2105.660156
11,3,gs,li,2176.09668
11,4,gs,li,2141.409424
11,5,gs,li,2149.550293
11,6,gs,li,2132.206543
11,7,gs,li,2103.536621
11,8,gs,li,2136.808105
11,9,gs,li,2151.320068
11,10,gs,li,2114.863037
11,11,gs,li,2097.519287
11,12,gs,li,2130.083008
11,13,gs,li,2140.701416
11,14,gs,li,2170.787354
11,15,gs,li,2051.859619
11,16,gs,li,1715.251221
11,17,gs,li,1295.818115
11,18,gs,li,1317.763184
11,19,gs,li,1528.01062
11,20,gs,li,1801.261475
11,21,gs,li,2021.065674
11,22,gs,li,2151.320068
11,23,gs,li,2150.612061
11,24,gs,li,2110.261719
11,25,gs,li,2053.983154
11,26,gs,li,1995.935181
11,27,gs,li,1986.378418
11,28,gs,li,1937.533081
11,29,gs,li,1936.471191
11,30,gs,li,1981.069092
11,31,gs,li,2019.649902
11,32,gs,li,2042.302856
11,33,gs,li,2077.697998
11,34,gs,li,2071.326904
11,35,gs,li,2052.567383
11,36,gs,li,2000.182495
11,37,gs,li,2045.488403
11,38,gs,li,2123.35791
11,39,gs,li,2061.41626
12,0,gs,li,1703.258301
12,1,gs,li,1706.714844
12,2,gs,li,1660.559937
12,3,gs,li,1690.44873
12,4,gs,li,1686.78894
12,5,gs,li,1690.44873
12,6,gs,li,1685.162354
12,7,gs,li,1661.169922
12,8,gs,li,1671.132812
12,9,gs,li,1704.071533
12,10,gs,li,1706.308105
12,11,gs,li,1677.029297
12,12,gs,li,1664.829712
12,13,gs,li,1677.639282
12,14,gs,li,1690.042114
12,15,gs,li,1571.909912
12,16,gs,li,1268.954834
12,17,gs,li,1136.183228
12,18,gs,li,1237.439331
12,19,gs,li,1408.23291
12,20,gs,li,1513.148926
12,21,gs,li,1625.587891
12,22,gs,li,1680.282471
12,23,gs,li,1654.460083
12,24,gs,li,1625.79126
12,25,gs,li,1587.972656
12,26,gs,li,1579.432983
12,27,gs,li,1575.163208
12,28,gs,li,1568.453369
12,29,gs,li,1590.209229
12,30,gs,li,1590.819214
12,31,gs,li,1619.081543
12,32,gs,li,1632.907593
12,33,gs,li,1617.861572
12,34,gs,li,1665.23645
12,35,gs,li,1625.587891
12,36,gs,li,1624.571289
12,37,gs,li,1658.93335
12,38,gs,li,1650.190308
12,39,gs,li,1656.696777
13,0,gs,li,2304.14502
13,1,gs,li,2258.829834
13,2,gs,li,2245.534912
13,3,gs,li,2274.746338
13,4,gs,li,2251.152588
13,5,gs,li,2275.869873
13,6,gs,li,2263.885742
13,7,gs,li,2244.224121
13,8,gs,li,2236.359619
13,9,gs,li,2239.355713
13,10,gs,li,2240.479248
13,11,gs,li,2265.196533
13,12,gs,li,2238.044922
13,13,gs,li,2197.036377
13,14,gs,li,2258.455322
13,15,gs,li,2239.542969
13,16,gs,li,2246.658447
13,17,gs,li,2217.447021
13,18,gs,li,2093.298584
13,19,gs,li,1902.113403
13,20,gs,li,1781.335449
13,21,gs,li,1762.235596
13,22,gs,li,1859.794312
13,23,gs,li,1995.365356
13,24,gs,li,2021.018921
13,25,gs,li,2181.681885
13,26,gs,li,2204.901123
13,27,gs,li,2227.74585
13,28,gs,li,2182.056396
13,29,gs,li,2205.275635
13,30,gs,li,2201.156006
13,31,gs,li,2147.976318
13,32,gs,li,2179.809326
13,33,gs,li,2118.577637
13,34,gs,li,2106.40625
13,35,gs,li,2108.840576
13,36,gs,li,2144.231201
13,37,gs,li,2139.175293
13,38,gs,li,2146.478271
13,39,gs,li,2173.255371
14,0,gs,li,1965.384155
14,1,gs,li,1950.439209
14,2,gs,li,1936.760864
14,3,gs,li,1927.895142
14,4,gs,li,1913.456909
14,5,gs,li,1944.359863
14,6,gs,li,1924.602173
14,7,gs,li,1934.481079
14,8,gs,li,1943.599976
14,9,gs,li,1931.441406
14,10,gs,li,1972.223267
14,11,gs,li,1956.518555
14,12,gs,li,1894.459106
14,13,gs,li,1955.251953
14,14,gs,li,1968.17041
14,15,gs,li,1986.914917
14,16,gs,li,1727.53186
14,17,gs,li,1286.783325
14,18,gs,li,1078.060913
14,19,gs,li,1090.219482
14,20,gs,li,1281.210571
14,21,gs,li,1462.069458
14,22,gs,li,1670.538452
14,23,gs,li,1854.69043
14,24,gs,li,1865.582397
14,25,gs,li,1924.602173
14,26,gs,li,1907.377563
14,27,gs,li,1871.155151
14,28,gs,li,1814.161743
14,29,gs,li,1793.644165
14,30,gs,li,1709.293945
14,31,gs,li,1746.782959
14,32,gs,li,1736.397461
14,33,gs,li,1728.545044
14,34,gs,li,1761.221313
14,35,gs,li,1730.318237
14,36,gs,li,1768.313843
14,37,gs,li,1812.641968
14,38,gs,li,1811.628784
14,39,gs,li,1830.373169
15,0,gs,li,2305.695801
15,1,gs,li,2239.88623
15,2,gs,li,2276.334717
15,3,gs,li,2245.286133
15,4,gs,li,2261.822754
15,5,gs,li,2288.484131
15,6,gs,li,2233.136719
15,7,gs,li,2178.464111
15,8,gs,li,2309.070801
15,9,gs,li,2249.335938
15,10,gs,li,2257.772949
15,11,gs,li,2247.98584
15,12,gs,li,2184.876221
15,13,gs,li,2280.047119
15,14,gs,li,2273.972168
15,15,gs,li,2249.67334
15,16,gs,li,2255.748047
15,17,gs,li,2267.897461
15,18,gs,li,2279.709473
15,19,gs,li,2203.437988
15,20,gs,li,2053.932129
15,21,gs,li,1859.541016
15,22,gs,li,1732.984253
15,23,gs,li,1738.721436
15,24,gs,li,1775.844727
15,25,gs,li,1967.198608
15,26,gs,li,2057.981934
15,27,gs,li,2122.779053
15,28,gs,li,2150.452881
15,29,gs,li,2276.334717
15,30,gs,li,2190.950928
15,31,gs,li,2297.596191
15,32,gs,li,2258.447998
15,33,gs,li,2248.660889
15,34,gs,li,2219.637207
15,35,gs,li,2203.775391
15,36,gs,li,2200.738037
15,37,gs,li,2159.564941
15,38,gs,li,2171.376953
15,39,gs,li,2170.701904
16,0,gs,li,1485.709351
16,1,gs,li,1451.966431
16,2,gs,li,1451.089966
16,3,gs,li,1437.067017
16,4,gs,li,1441.156982
16,5,gs,li,1480.888916
16,6,gs,li,1458.247559
16,7,gs,li,1431.078003
16,8,gs,li,1487.023926
16,9,gs,li,1448.022461
16,10,gs,li,1444.224487
16,11,gs,li,1465.259033
16,12,gs,li,1433.269043
16,13,gs,li,1477.529175
16,14,gs,li,1478.843872
16,15,gs,li,1426.11145
16,16,gs,li,1410.481689
16,17,gs,li,1330.579712
